"Transcript"	"miRNA"	"UTR_length"	"Site_range"	"Seed_range"	"Seed_kind"	"GU_pair"	"tA1"	"region12.17"	"region4.15"	"X2.8_range"	"X9.11_range"	"X12._range"	"Seed44_score"	"Seed47_score"	"Seed50_score"	"Ghybrid"	"Ghybrid_score"	"Gnucl"	"Gnucl_score"	"Gtotal"	"Gtotal_score"	"SiteAcc"	"SiteAcc_score"	"UpsAcc"	"UpsAcc_score"	"DwsAcc"	"DwsAcc_score"	"SeedAcc"	"SeedAcc_score"	"SiteBegin"	"SiteBegin_score"	"UpAU"	"UpAU_score"	"DwAU"	"DwAU_score"
"NM_017589"	"miR-19b"	1000	"864-884"	"876-881"	"offset-6mer"	0	1	0	0	"876-883"	"873-875"	"864-872"	0.7241	0.8748	0.7217	-15	1.11	-0.197	0.7206	2.289	0.622	0.315	0.8661	0.607	1.0372	0.389	1.0412	0.142	0.9225	0.86	0.8615	0.6	1.0763	0.433	0.4619
"NM_017589"	"miR-30e-3p"	1000	"959-978"	"973-978"	"7mer-A1"	0	1	0	0	"969-978"	"966-968"	"959-965"	1.0364	0.8748	1.0565	-17.6	1.1711	-1.574	1.1298	-1.449	0.9396	0.362	0.9553	0.399	1.0187	0.653	1.1828	0.608	1.0652	0.95	1.0878	0.6	1.0763	0.867	0.9311
"NM_017589"	"miR-34a"	1000	"899-918"	"912-918"	"7mer-m8"	0	0	0	0	"912-918"	"909-911"	"899-908"	1.5396	0.8748	1.6108	-28.9	0.5918	-0.651	1.0005	-9.348	1.4114	0.344	0.8661	0.426	1.1307	0.41	1.0795	0.334	1.0501	0.89	0.8615	0.56	1.0763	0.5	0.6154
"NM_017589"	"miR-484"	1000	"950-976"	"969-975"	"8mer"	0	1	1	0	"969-975"	"962-963"	"950-961"	3.3019	1.1431	3.1344	-28.9	0.5918	-1.138	1.0925	-8.032	1.2841	0.302	0.8661	0.444	1.1307	0.646	1.1109	0.284	1.0865	0.95	1.0878	0.56	1.0763	0.867	0.9311
"NM_017589"	"miR-9"	1000	"993-999"	"994-999"	"offset-6mer"	0	0	0	0	"994-999"	"993-993"	"0-0"	0.7241	0.8748	0.7217	-12.2	0.8745	-7.558	0.8168	-12.224	1.5218	0.997	0.2073	0.764	0.8221	1	0.3166	0.997	1.0244	0.99	1.0878	0.68	1.3567	1	0.084
"NM_001100418"	"miR-130b-5p"	900	"837-867"	"862-867"	"6mer"	0	0	1	0	"862-867"	"846-847"	"837-845"	0.8477	1.1431	0.7134	-12.4	0.8745	-0.746	1.0005	5.762	0.622	0.451	1.2495	0.561	0.9755	0.592	1.1532	0.382	1.0852	0.93	1.0878	0.28	0.4968	0.767	1.5514
"NM_001100418"	"miR-151-5p"	900	"865-873"	"868-873"	"offset-6mer"	0	0	0	0	"868-873"	"865-867"	"0-0"	0.7241	0.8748	0.7217	-23.2	0.9147	-6.974	1.2076	-16.358	2.2739	0.644	1.3469	0.573	0.9755	0.565	1.1532	0.902	1.0123	0.96	1.0878	0.56	1.0763	0.9	0.9311
"NM_001100418"	"miR-15a"	900	"811-829"	"823-828"	"6mer"	0	0	0	0	"823-828"	"820-821"	"811-818"	0.7119	0.8748	0.7134	-21.3	1.0702	0	0.7206	6.429	0.622	0.215	0.6906	0.173	0.855	0.706	1.3425	0.174	0.8217	0.9	1.0878	0.36	0.4612	0.433	0.4619
"NM_001100418"	"miR-15b"	900	"808-829"	"823-828"	"6mer"	0	0	0	0	"823-828"	"820-821"	"808-815"	0.7119	0.8748	0.7134	-20.5	1.1304	0	0.7206	7.538	0.622	0.208	0.6906	0.319	1.0223	0.706	1.3425	0.174	0.8217	0.89	0.8615	0.32	0.4806	0.433	0.4619
"NM_001100418"	"miR-16"	900	"794-829"	"823-828"	"6mer"	0	0	0	0	"823-828"	"811-813"	"794-810"	0.7119	0.8748	0.7134	-23.4	0.9147	-4.361	1.183	20.139	0.622	0.232	0.6906	0.51	1.0438	0.706	1.3425	0.174	0.8217	0.88	0.8615	0.32	0.4806	0.433	0.4619
"NM_001100418"	"miR-17-3p"	900	"819-842"	"836-841"	"6mer"	0	0	0	0	"836-841"	"833-835"	"819-832"	0.7119	0.8748	0.7134	-27.5	0.5918	-5.458	1.2059	-14.277	1.871	0.399	0.9553	0.143	0.7816	0.672	1.1828	0.264	1.0865	0.91	1.0878	0.24	0.5258	0.5	0.6154
"NM_001100418"	"miR-34a"	900	"773-797"	"791-796"	"7mer-A1"	0	1	1	0	"791-796"	"784-785"	"773-781"	1.1597	1.1431	1.0565	-27.6	0.5918	-6.327	1.0082	-4.133	1.0989	0.504	1.3124	0.411	1.1307	0.015	0.714	0.94	1.0123	0.85	0.8615	0.36	0.4612	0.233	0.3783
"NM_001100418"	"miR-34a"	900	"796-822"	"817-822"	"offset-6mer"	0	0	0	0	"817-822"	"806-808"	"796-805"	0.7241	0.8748	0.7217	-29.5	0.5918	-0.269	0.7206	10.276	0.622	0.197	0.7283	0.62	1.0372	0.424	1.0795	0.349	1.0501	0.88	0.8615	0.28	0.4968	0.4	0.3237
"NM_001100418"	"miR-424"	900	"823-829"	"823-828"	"6mer"	0	0	0	0	"823-828"	"0-0"	"0-0"	0.7119	0.8748	0.7134	-18.3	1.1246	0	0.7206	-8.849	1.2841	0.194	0.7283	0.214	0.8622	0.706	1.3425	0.174	0.8217	0.91	1.0878	0.24	0.5258	0.433	0.4619
"NM_032574"	"miR-101"	800	"542-557"	"551-556"	"7mer-A1"	0	1	0	0	"551-556"	"549-550"	"542-548"	1.0364	0.8748	1.0565	-17.2	1.1711	-1.617	1.1298	-7.538	1.1574	0.369	0.9553	0.319	1.0223	0.597	1.1532	0.495	1.0175	0.67	0.9184	0.68	1.3567	0.7	1.6161
"NM_032574"	"miR-182"	800	"573-591"	"586-591"	"offset-6mer"	0	0	0	0	"586-591"	"585-585"	"573-581"	0.7241	0.8748	0.7217	-20.2	1.1304	-1.985	1.1298	-8.453	1.2841	0.437	1.1529	0.501	1.0438	0.262	0.9206	0.421	1.1291	0.71	0.8598	0.72	1.4277	0.667	1.6161
"NM_032574"	"miR-183"	800	"573-593"	"587-592"	"6mer"	0	0	0	0	"587-592"	"580-581"	"573-579"	0.7119	0.8748	0.7134	-16.7	1.1721	-3	1.098	-2.964	1.0377	0.404	1.1529	0.501	1.0438	0.373	1.0412	0.425	1.1291	0.71	0.8598	0.72	1.4277	0.667	1.6161
"NM_032574"	"miR-22"	800	"569-582"	"575-581"	"7mer-m8"	0	0	0	0	"575-581"	"572-572"	"569-571"	1.5396	0.8748	1.6108	-22.8	0.9932	-0.774	1.0005	-10.885	1.3748	0.364	0.9553	0.547	1.0438	0.477	1.1731	0.169	0.8217	0.71	0.8598	0.68	1.3567	0.633	1.2976
"NM_032574"	"miR-320a"	800	"547-583"	"577-583"	"8mer"	0	1	0	0	"577-583"	"559-561"	"547-558"	3.0244	0.8748	3.1344	-17.3	1.1711	-3.956	1.1395	-2.863	1.0377	0.44	1.1529	0.429	1.1307	0.382	1.0412	0.442	1.1291	0.68	0.9184	0.72	1.4277	0.633	1.2976
"NM_032574"	"miR-590-3p"	800	"754-769"	"764-769"	"offset-6mer"	0	0	0	0	"764-769"	"0-0"	"754-762"	0.7241	0.8748	0.7217	-9.5	0.8745	-1.46	1.0925	-5.607	1.086	0.505	1.3124	0.425	1.1307	0.309	0.9508	0.516	1.0136	0.94	1.0878	0.76	1.5609	0.667	1.6161
"NM_032574"	"miR-25"	800	"701-732"	"726-732"	"7mer-m8"	0	0	0	0	"726-732"	"0-0"	"701-717"	1.5396	0.8748	1.6108	-16.8	1.1721	-0.87	1.0005	-4.921	1.0989	0.482	1.2495	0.589	0.9755	0.266	0.9206	0.28	1.0865	0.87	0.8615	0.8	1.5609	0.767	1.5514
"NM_032574"	"miR-32"	800	"711-732"	"726-732"	"7mer-m8"	0	0	0	0	"726-732"	"721-725"	"711-720"	1.5396	0.8748	1.6108	-17.3	1.1711	-1.949	1.1298	-4.75	1.0989	0.37	0.9553	0.693	1.1224	0.266	0.9206	0.28	1.0865	0.88	0.8615	0.72	1.4277	0.767	1.5514
"NM_032574"	"miR-92a"	800	"716-732"	"726-732"	"7mer-m8"	0	0	0	0	"726-732"	"0-0"	"716-720"	1.5396	0.8748	1.6108	-14.7	0.8745	-0.87	1.0005	-1.88	0.9396	0.31	0.8661	0.676	1.1224	0.266	0.9206	0.28	1.0865	0.89	0.8615	0.68	1.3567	0.767	1.5514
