"Transcript"	"miRNA"	"UTR_length"	"Site_range"	"Seed_range"	"Seed_kind"	"GU_pair"	"tA1"	"region12.17"	"region4.15"	"X2.8_range"	"X9.11_range"	"X12._range"	"Seed44_score"	"Seed47_score"	"Seed50_score"	"Ghybrid"	"Ghybrid_score"	"Gnucl"	"Gnucl_score"	"Gtotal"	"Gtotal_score"	"SiteAcc"	"SiteAcc_score"	"UpsAcc"	"UpsAcc_score"	"DwsAcc"	"DwsAcc_score"	"SeedAcc"	"SeedAcc_score"	"SiteBegin"	"SiteBegin_score"	"UpAU"	"UpAU_score"	"DwAU"	"DwAU_score"
"NM_032574"	"miR-103"	800	"131-155"	"149-154"	"6mer"	0	0	1	0	"149-154"	"145-146"	"131-141"	1.0285	1.1028	0.9788	-27.6	0.5284	-2.986	1.1658	-8.261	1.0358	0.37	0.9235	0.584	0.7737	0.387	0.6195	0.291	1.2031	0.16	1.0859	0.4	1.0284	0.28	0.7348
"NM_032574"	"miR-103"	800	"219-240"	"235-240"	"offset-6mer"	0	0	0	0	"235-240"	"234-234"	"219-227"	0.54	0.9068	0.533	-23	0.6369	-0.98	0.9389	-1.101	1.1113	0.379	0.9235	0.407	1.5052	0.499	1.6104	0.347	1.0325	0.27	0.6999	0.367	1.0284	0.48	1.0459
"NM_032574"	"miR-106b"	800	"38-69"	"64-69"	"6mer"	0	0	0	0	"51-69"	"48-50"	"38-41"	0.9718	0.9068	0.9788	-15.9	1.1869	-3.901	1.3577	13.489	0.7899	0.47	1.0154	0.408	1.5052	0.68	1.2412	0.68	0.4631	0.04	1.1822	0.433	1.0377	0.56	1.0876
"NM_032574"	"miR-107"	800	"125-155"	"149-154"	"6mer"	0	0	0	0	"149-154"	"145-146"	"125-131"	0.9718	0.9068	0.9788	-24.4	0.8576	-3.466	1.451	-5.588	0.7749	0.419	1.0132	0.515	0.9494	0.387	0.6195	0.291	1.2031	0.15	1.0859	0.467	0.9138	0.28	0.7348
"NM_032574"	"miR-10a"	800	"185-214"	"209-214"	"6mer"	0	0	0	0	"208-214"	"206-207"	"185-196"	0.9718	0.9068	0.9788	-21.3	1.1247	-0.129	0.7335	4.189	0.7899	0.359	0.9235	0.193	0.394	0.349	0.8623	0.268	1.2031	0.23	0.6999	0.333	0.8436	0.36	0.9734
"NM_032574"	"miR-10b"	800	"185-214"	"209-214"	"6mer"	0	0	0	0	"208-214"	"206-207"	"185-195"	0.9718	0.9068	0.9788	-20.3	1.4637	-0.114	0.7335	5.189	0.7899	0.359	0.9235	0.193	0.394	0.349	0.8623	0.268	1.2031	0.23	0.6999	0.333	0.8436	0.36	0.9734
"NM_032574"	"miR-128"	800	"182-204"	"198-203"	"7mer-A1"	0	1	1	0	"192-203"	"188-191"	"182-187"	2.2864	1.1028	1.9783	-25.2	0.5284	-0.367	0.7335	-2.581	1.3472	0.347	1.0235	0.139	0.8204	0.371	0.6195	0.204	0.5641	0.22	0.6999	0.3	0.9898	0.32	0.6008
"NM_032574"	"miR-15a"	800	"123-155"	"149-155"	"7mer-m8"	0	0	0	0	"149-155"	"133-135"	"123-129"	1.3649	0.9068	1.3841	-18.8	1.5117	-0.053	0.7335	0.541	0.7899	0.416	1.0132	0.536	0.9494	0.387	0.6195	0.289	1.2031	0.15	1.0859	0.5	0.9138	0.28	0.7348
"NM_032574"	"miR-15b"	800	"133-155"	"149-155"	"7mer-m8"	0	0	0	0	"149-155"	"0-0"	"133-141"	1.3649	0.9068	1.3841	-23	0.6369	-1.763	1.15	-4.8	0.8748	0.37	0.9235	0.548	0.9494	0.387	0.6195	0.289	1.2031	0.16	1.0859	0.4	1.0284	0.28	0.7348
"NM_032574"	"miR-16"	800	"124-155"	"149-155"	"7mer-m8"	0	0	0	0	"149-155"	"137-138"	"124-134"	1.3649	0.9068	1.3841	-19.9	1.4898	-0.886	0.9389	-0.912	1.1318	0.425	1.0132	0.488	1.1471	0.387	0.6195	0.289	1.2031	0.15	1.0859	0.467	0.9138	0.28	0.7348
"NM_032574"	"miR-17"	800	"32-69"	"64-69"	"6mer"	0	0	0	0	"51-69"	"45-50"	"32-44"	0.9718	0.9068	0.9788	-17.3	0.7571	-3.934	1.3577	19.036	0.7899	0.436	1.0132	0.509	0.9494	0.68	1.2412	0.68	0.4631	0.04	1.1822	0.367	1.0284	0.56	1.0876
"NM_032574"	"miR-20a"	800	"32-69"	"64-69"	"6mer"	0	0	0	0	"51-69"	"45-50"	"32-44"	0.9718	0.9068	0.9788	-15.7	1.1869	-3.934	1.3577	20.636	0.7899	0.436	1.0132	0.509	0.9494	0.68	1.2412	0.68	0.4631	0.04	1.1822	0.367	1.0284	0.56	1.0876
"NM_032574"	"miR-221"	800	"90-122"	"117-122"	"offset-6mer"	0	0	0	0	"117-122"	"112-113"	"90-111"	0.54	0.9068	0.533	-18.8	1.5117	-2.754	1.1658	4.091	0.7899	0.415	1.0132	0.691	1.0828	0.459	1.6104	0.616	1.0505	0.11	1.0859	0.567	1.4266	0.32	0.6008
"NM_032574"	"miR-222"	800	"107-122"	"117-122"	"offset-6mer"	0	0	0	0	"117-122"	"114-114"	"107-113"	0.54	0.9068	0.533	-19.2	1.4898	-3.292	1.451	-10.887	1.5045	0.561	1.6134	0.312	1.0095	0.459	1.6104	0.616	1.0505	0.13	1.0859	0.567	1.4266	0.32	0.6008
"NM_032574"	"miR-26a"	800	"74-90"	"85-90"	"offset-6mer"	0	0	0	0	"85-90"	"84-84"	"74-83"	0.54	0.9068	0.533	-18.4	1.5117	-4.136	1.8079	-14.727	1.8885	0.651	2.0499	0.658	1.0828	0.253	0.7135	0.619	1.0505	0.09	1.1822	0.5	0.9138	0.44	1.1751
"NM_032574"	"miR-26a"	800	"74-92"	"85-90"	"offset-6mer"	0	0	0	0	"85-91"	"84-84"	"74-83"	0.54	0.9068	0.533	-21.1	1.1247	-3.87	1.3577	-12.116	1.3742	0.584	1.6134	0.658	1.0828	0.373	0.6195	0.619	1.0505	0.09	1.1822	0.5	0.9138	0.48	1.0459
"NM_032574"	"miR-26b"	800	"73-90"	"85-90"	"offset-6mer"	0	0	0	0	"85-90"	"82-82"	"73-81"	0.54	0.9068	0.533	-18.2	1.5117	-4.243	1.8079	-14.514	1.8885	0.651	2.0499	0.674	1.0828	0.253	0.7135	0.619	1.0505	0.09	1.1822	0.467	0.9138	0.44	1.1751
"NM_032574"	"miR-26b"	800	"73-92"	"85-90"	"offset-6mer"	0	0	0	0	"85-91"	"0-0"	"73-81"	0.54	0.9068	0.533	-21.1	1.1247	-4.03	1.8079	-12.104	1.3742	0.588	1.6134	0.674	1.0828	0.373	0.6195	0.619	1.0505	0.09	1.1822	0.467	0.9138	0.48	1.0459
"NM_032574"	"miR-27a"	800	"165-204"	"198-204"	"7mer-m8"	0	0	0	0	"198-204"	"188-189"	"165-187"	1.3649	0.9068	1.3841	-20.4	1.4637	-0.158	0.7335	24.164	0.7899	0.278	1.1426	0.383	1.3023	0.371	0.6195	0.274	1.2031	0.2	0.6999	0.4	1.0284	0.32	0.6008
"NM_032574"	"miR-27b"	800	"181-204"	"198-204"	"7mer-m8"	0	0	0	0	"198-204"	"192-193"	"181-186"	1.3649	0.9068	1.3841	-18.8	1.5117	-0.297	0.7335	6.86	0.7899	0.336	1.0235	0.175	0.394	0.371	0.6195	0.274	1.2031	0.22	0.6999	0.3	0.9898	0.32	0.6008
"NM_032574"	"miR-29a"	800	"158-172"	"166-172"	"7mer-m8"	0	0	0	0	"166-172"	"165-165"	"158-164"	1.3649	0.9068	1.3841	-19.5	1.4898	-0.278	0.7335	-10.033	1.5045	0.429	1.0132	0.249	1.333	0.148	1.1248	0.322	1.0325	0.19	1.0859	0.4	1.0284	0.24	0.8242
"NM_032574"	"miR-29b"	800	"157-172"	"166-172"	"7mer-m8"	0	0	0	0	"166-172"	"165-165"	"157-164"	1.3649	0.9068	1.3841	-21.6	1.1247	-0.358	0.7335	-11.286	1.6709	0.405	1.0132	0.298	0.9176	0.148	1.1248	0.322	1.0325	0.19	1.0859	0.367	1.0284	0.24	0.8242
"NM_032574"	"miR-29c"	800	"150-172"	"166-172"	"7mer-m8"	0	0	0	0	"166-172"	"165-165"	"150-162"	1.3649	0.9068	1.3841	-19.5	1.4898	-0.168	0.7335	-2.518	1.3472	0.368	0.9235	0.396	1.3023	0.148	1.1248	0.322	1.0325	0.18	1.0859	0.367	1.0284	0.24	0.8242
"NM_032574"	"miR-424"	800	"128-155"	"149-155"	"7mer-m8"	0	0	0	0	"149-155"	"136-137"	"128-135"	1.3649	0.9068	1.3841	-18.3	1.5117	-0.233	0.7335	0.641999999999999	0.7899	0.38	0.9235	0.632	0.6488	0.387	0.6195	0.289	1.2031	0.16	1.0859	0.4	1.0284	0.28	0.7348
"NM_032574"	"miR-652"	800	"203-221"	"216-221"	"6mer"	0	0	0	0	"213-221"	"212-212"	"203-207"	0.9718	0.9068	0.9788	-20	1.4637	-4.319	1.8079	-1.302	1.1113	0.432	1.0132	0.352	1.3023	0.394	0.6195	0.483	0.6102	0.25	0.6999	0.3	0.9898	0.36	0.9734
"NM_032574"	"miR-93"	800	"32-69"	"64-69"	"6mer"	0	0	0	0	"51-69"	"44-50"	"32-43"	0.9718	0.9068	0.9788	-19.6	1.4898	-3.85	1.3577	16.736	0.7899	0.436	1.0132	0.509	0.9494	0.68	1.2412	0.68	0.4631	0.04	1.1822	0.367	1.0284	0.56	1.0876
