"Transcript"	"miRNA"	"UTR_length"	"site_position"	"Seed_kind"	"region12.17"	"Ghybrid"	"Gnucl"	"Gtotal"	"SiteAcc"	"UpsAcc"	"DwsAcc"	"UpAU"	"DwAU"	"site_conser"	"SiteBegin"	"line_prob"	"quad_prob"
"NM_017589"	"let-7c"	1000	"68-81"	"other"	1	-15.8	-2.608	-5.181	0.604	0.375	0.423	0.52	0.4	0.00214285714285714	4.85714285714286	0.933928950768527	0.99313130272414
"NM_017589"	"let-7c"	1000	"96-114"	"other"	0	-15.3	-0.287	1.351	0.365	0.446	0.473	0.44	0.4	0.150421052631579	6.85714285714286	0.964979750582637	0.960399906707046
"NM_017589"	"let-7d"	1000	"103-118"	"other"	0	-17.3	-0.312	-0.318000000000001	0.366	0.469	0.409	0.44	0.4	0.0150625	7.35714285714286	0.974066917968616	0.992139065207599
"NM_017589"	"let-7d"	1000	"109-116"	"other"	0	-15	-0.312	-4.543	0.376	0.408	0.44	0.36	0.4	0.019625	7.78571428571429	0.97824171644079	0.975548243043431
"NM_017589"	"let-7d"	1000	"126-136"	"other"	0	-15.1	-0.221	-5.194	0.383	0.481	0.388	0.36	0.32	0.000363636363636364	9	0.986229583782196	0.970107070527641
"NM_017589"	"let-7d"	1000	"126-141"	"other"	0	-16.6	-0.221	0.114999999999998	0.373	0.481	0.446	0.36	0.36	0.0006875	9	0.986789568573257	0.975636664445453
"NM_017589"	"let-7d"	1000	"148-162"	"other"	0	-15.1	-3.261	-1.799	0.48	0.412	0.448	0.4	0.76	0.000666666666666667	10.5714285714286	0.997758603735245	0.99999991242687
"NM_017589"	"let-7d"	1000	"148-164"	"other"	0	-20.4	-5.149	-5.833	0.495	0.412	0.404	0.4	0.76	0.000588235294117647	10.5714285714286	0.997852560414705	0.999999949532239
"NM_017589"	"let-7d"	1000	"150-171"	"offset-6mer"	0	-16.3	-4.803	-1.359	0.482	0.431	0.345	0.36	0.72	0.000409090909090909	10.7142857142857	0.997782685518324	0.999999973091266
"NM_017589"	"let-7d"	1000	"150-177"	"offset-6mer"	0	-16.2	-4.255	1.948	0.413	0.431	0.389	0.36	0.64	0.00342857142857143	10.7142857142857	0.997115550084454	0.99999936112425
"NM_017589"	"let-7d"	1000	"65-81"	"other"	0	-15.7	-0.055	-2.959	0.513	0.371	0.423	0.56	0.4	0.00176470588235294	4.64285714285714	0.918203478588535	0.973455649595657
"NM_017589"	"let-7d"	1000	"75-90"	"other"	0	-19.6	-1.599	-3.423	0.396	0.527	0.414	0.52	0.4	0.0003125	5.35714285714286	0.93716888213182	0.971562945476415
"NM_017589"	"let-7e"	1000	"103-114"	"other"	0	-18.1	-0.287	-4.14	0.315	0.469	0.473	0.44	0.4	0.00616666666666667	7.35714285714286	0.97275092812994	0.961934673218165
"NM_017589"	"let-7e"	1000	"103-119"	"other"	0	-19.8	-2.255	-2.774	0.385	0.469	0.382	0.44	0.36	0.0158823529411765	7.35714285714286	0.972557956066431	0.987649753567364
"NM_017589"	"let-7e"	1000	"128-141"	"other"	0	-16	-0.15	1.553	0.398	0.486	0.446	0.32	0.36	0.000642857142857143	9.14285714285714	0.98767163868631	0.974540036659785
"NM_017589"	"let-7e"	1000	"128-143"	"other"	0	-16.8	-0.15	5.536	0.356	0.486	0.484	0.32	0.44	0.001	9.14285714285714	0.98907978825673	0.993695469304843
"NM_017589"	"let-7e"	1000	"148-156"	"other"	0	-17.3	-3.997	-6.291	0.45	0.412	0.446	0.4	0.64	0.001	10.5714285714286	0.99703358614259	0.999995381913639
"NM_017589"	"let-7e"	1000	"148-162"	"other"	0	-20.1	-3.997	-6.799	0.48	0.412	0.448	0.4	0.76	0.000666666666666667	10.5714285714286	0.99779470067311	0.999999828144932
"NM_017589"	"let-7e"	1000	"148-164"	"other"	0	-25.2	-5.384	-10.633	0.495	0.412	0.404	0.4	0.76	0.000588235294117647	10.5714285714286	0.997885755007264	0.999999903643425
"NM_017589"	"let-7e"	1000	"150-171"	"offset-6mer"	0	-20.7	-4.809	-5.759	0.482	0.431	0.345	0.36	0.72	0.000409090909090909	10.7142857142857	0.997814142206742	0.999999951997045
"NM_017589"	"let-7e"	1000	"150-176"	"6mer"	0	-19.1	-4.824	0.216999999999999	0.426	0.431	0.375	0.36	0.68	0.00214814814814815	10.7142857142857	0.997422510589866	0.999999825643515
"NM_017589"	"let-7e"	1000	"68-82"	"other"	1	-17.7	-3.021	-6.408	0.578	0.375	0.444	0.52	0.4	0.002	4.85714285714286	0.932425750849426	0.989944838624546
"NM_017589"	"let-7e"	1000	"75-91"	"other"	0	-21.3	-2.036	-4.957	0.411	0.527	0.406	0.52	0.36	0.000294117647058824	5.35714285714286	0.932794738058212	0.952438950567311
"NM_017589"	"let-7f"	1000	"150-171"	"offset-6mer"	0	-10.3	-1.871	4.641	0.482	0.431	0.345	0.36	0.72	0.000409090909090909	10.7142857142857	0.997739026822902	0.999999987584415
"NM_017589"	"let-7f"	1000	"150-176"	"offset-6mer"	0	-10.5	-0.738	8.817	0.426	0.431	0.375	0.36	0.68	0.00214814814814815	10.7142857142857	0.997349466043519	0.999999941288193
"NM_017589"	"let-7f"	1000	"68-91"	"other"	1	-16.6	-3.692	-0.251000000000001	0.545	0.375	0.406	0.52	0.36	0.001375	4.85714285714286	0.924500952117604	0.99163677673697
"NM_017589"	"let-7g"	1000	"140-158"	"other"	0	-16.7	-0.344	-2.491	0.333	0.412	0.477	0.4	0.68	0.00210526315789474	10	0.995981338616036	0.999993437013625
"NM_017589"	"let-7g"	1000	"140-164"	"other"	0	-18.5	-4.28	-2.293	0.413	0.412	0.404	0.4	0.76	0.00164	10	0.996936385088355	0.99999988965304
"NM_017589"	"let-7g"	1000	"150-171"	"offset-6mer"	0	-13.6	-2.085	1.341	0.482	0.431	0.345	0.36	0.72	0.000409090909090909	10.7142857142857	0.997763148991598	0.9999999810442
"NM_017589"	"let-7g"	1000	"150-176"	"offset-6mer"	0	-12.8	-1.073	6.517	0.426	0.431	0.375	0.36	0.68	0.00214814814814815	10.7142857142857	0.99736921024125	0.999999921749057
"NM_017589"	"let-7g"	1000	"58-81"	"other"	1	-18.8	-3.606	-3.084	0.467	0.266	0.423	0.6	0.4	0.00125	4.14285714285714	0.900141953776696	0.988644876354274
"NM_017589"	"let-7i"	1000	"109-119"	"other"	0	-15.1	-1.889	-4.624	0.417	0.408	0.382	0.36	0.36	0.0245454545454545	7.78571428571429	0.977437086739016	0.982994262879533
"NM_017589"	"let-7i"	1000	"147-161"	"other"	0	-15.5	-4.709	-3.161	0.473	0.388	0.462	0.4	0.72	8e-04	10.5	0.997429429504692	0.9999995206158
"NM_017589"	"let-7i"	1000	"147-164"	"other"	0	-16.6	-5.526	-2.836	0.506	0.388	0.404	0.4	0.76	0.000722222222222222	10.5	0.997763110507216	0.999999964828023
"NM_017589"	"let-7i"	1000	"147-166"	"other"	0	-18.2	-4.709	-4.551	0.514	0.388	0.381	0.4	0.76	0.00065	10.5	0.997810092448172	0.99999997489595
"NM_017589"	"let-7i"	1000	"147-168"	"other"	0	-20.7	-4.936	-6.096	0.516	0.388	0.351	0.4	0.72	0.000590909090909091	10.5	0.99764662776753	0.999999955384696
"NM_017589"	"let-7i"	1000	"147-171"	"offset-6mer"	0	-19.2	-5.207	-4.344	0.516	0.388	0.345	0.4	0.72	0.00052	10.5	0.997639255333707	0.99999996887257
"NM_017589"	"let-7i"	1000	"147-176"	"offset-6mer"	0	-18.4	-4.854	0.829000000000001	0.459	0.388	0.375	0.4	0.68	0.00206666666666667	10.5	0.997221675745016	0.999999876473914
"NM_017589"	"let-7i"	1000	"23-47"	"other"	0	-16.1	-0.514	3.62	0.398	0.294	0.436	0.455	0.56	0.08	1.64285714285714	0.751686623862959	0.861631000277109
"NM_017589"	"let-7i"	1000	"57-78"	"other"	0	-17	-1.904	-0.895	0.537	0.236	0.401	0.6	0.44	0.00136363636363636	4.07142857142857	0.903730991368577	0.98658461318517
"NM_017589"	"let-7i"	1000	"65-81"	"other"	1	-21.7	-3.606	-8.959	0.513	0.371	0.423	0.56	0.4	0.00176470588235294	4.64285714285714	0.924276574438592	0.988376464806808
"NM_017589"	"miR-103"	1000	"131-142"	"other"	1	-18.3	-0.295	-1.053	0.429	0.427	0.462	0.36	0.4	0.00116666666666667	9.35714285714286	0.990774404934916	0.999074920030708
"NM_017589"	"miR-103"	1000	"131-149"	"other"	1	-19.9	-0.295	-2.31	0.432	0.427	0.452	0.36	0.52	0.00184210526315789	9.35714285714286	0.993044367576043	0.99995663291067
"NM_017589"	"miR-103"	1000	"131-153"	"other"	1	-24.3	-0.295	-5.25	0.458	0.427	0.371	0.36	0.6	0.00165217391304348	9.35714285714286	0.994553311575958	0.99999856897617
"NM_017589"	"miR-103"	1000	"9-23"	"other"	0	-16.1	-0.08	-4.326	0.326	0.082	0.374	0.375	0.52	0.0042	0.642857142857143	0.613945078120699	0.672824073926899
"NM_017589"	"miR-106b"	1000	"134-150"	"other"	0	-16.9	-4.34	-2.475	0.464	0.403	0.429	0.44	0.56	0.002	9.57142857142857	0.994271029105652	0.99996838531425
"NM_017589"	"miR-106b"	1000	"134-154"	"other"	0	-18	-0.05	-1.431	0.457	0.403	0.405	0.44	0.6	0.00190476190476190	9.57142857142857	0.994777687854293	0.999993637312204
"NM_017589"	"miR-106b"	1000	"134-176"	"6mer"	0	-9.6	-0.256	14.066	0.435	0.403	0.375	0.44	0.68	0.00213953488372093	9.57142857142857	0.99540638576968	0.999999910452692
"NM_017589"	"miR-106b"	1000	"46-61"	"other"	0	-15	-1.9	-2.755	0.373	0.333	0.456	0.48	0.4	0.00975	3.28571428571429	0.82982883204307	0.842790882487015
"NM_017589"	"miR-106b-3p"	1000	"1-21"	"other"	0	-15.8	-0.044	2.563	0.191	0.076	0.428	1	0.52	0.00547619047619048	0.0714285714285714	0.568471867196921	0.323075052449286
"NM_017589"	"miR-106b-3p"	1000	"1-24"	"other"	0	-16.4	-0.044	1.894	0.263	0.076	0.36	1	0.56	0.00479166666666667	0.0714285714285714	0.610983460024439	0.339956550533292
"NM_017589"	"miR-106b-3p"	1000	"109-119"	"other"	0	-18.5	-3.382	-8.024	0.417	0.408	0.382	0.36	0.36	0.0245454545454545	7.78571428571429	0.977679133369114	0.977235949898537
"NM_017589"	"miR-106b-3p"	1000	"109-128"	"other"	0	-19	-3.382	-1.971	0.424	0.408	0.441	0.36	0.36	0.02215	7.78571428571429	0.976808708178516	0.962480151381993
"NM_017589"	"miR-106b-3p"	1000	"109-151"	"other"	0	-24.4	-5.974	7.803	0.436	0.408	0.396	0.36	0.6	0.0111395348837209	7.78571428571429	0.98644285955533	0.999959860267719
"NM_017589"	"miR-106b-3p"	1000	"137-144"	"other"	0	-16.9	-0.282	-2.79	0.235	0.428	0.502	0.44	0.48	0.001875	9.78571428571429	0.992499597201914	0.996937417272655
"NM_017589"	"miR-106b-3p"	1000	"59-73"	"other"	0	-15.2	-0.654	0.515000000000001	0.489	0.295	0.444	0.64	0.4	0.00146666666666667	4.21428571428571	0.89896876961967	0.972070314451485
"NM_017589"	"miR-106b-3p"	1000	"59-76"	"other"	0	-17.7	-0.654	-2.201	0.54	0.295	0.417	0.64	0.44	0.00161111111111111	4.21428571428571	0.911744938251	0.98625295997055
"NM_017589"	"miR-106b-3p"	1000	"97-111"	"other"	0	-17.7	-1.244	-0.951999999999998	0.381	0.462	0.455	0.4	0.44	0.133466666666667	6.92857142857143	0.969527496775075	0.980051907164216
"NM_017589"	"miR-107"	1000	"100-107"	"other"	0	-15.7	-0.08	-4.706	0.346	0.448	0.394	0.4	0.4	0.00175	7.14285714285714	0.970930966867965	0.98656706983242
"NM_017589"	"miR-107"	1000	"100-112"	"other"	0	-15.7	-0.08	-1.272	0.335	0.448	0.459	0.4	0.44	0.00215384615384615	7.14285714285714	0.972160090995019	0.985471284866352
"NM_017589"	"miR-107"	1000	"137-142"	"other"	1	-17.5	-0.295	-4.969	0.309	0.428	0.462	0.44	0.4	0.00216666666666667	9.78571428571429	0.992194694435344	0.999143076070158
"NM_017589"	"miR-107"	1000	"137-149"	"other"	1	-19.1	-0.295	-5.845	0.377	0.428	0.452	0.44	0.52	0.00261538461538462	9.78571428571429	0.994384287822584	0.999974985207488
"NM_017589"	"miR-107"	1000	"137-153"	"other"	1	-23.5	-0.295	-8.715	0.426	0.428	0.371	0.44	0.6	0.00217647058823529	9.78571428571429	0.995676644662852	0.999999355108915
"NM_017589"	"miR-107"	1000	"4-23"	"other"	0	-17	-0.08	3.818	0.273	0.027	0.374	0.333	0.52	0.00525	0.285714285714286	0.548486020286562	0.613372283226729
"NM_017589"	"miR-107"	1000	"52-77"	"other"	0	-15.5	-3.669	2.746	0.532	0.222	0.406	0.6	0.44	0.00115384615384615	3.71428571428571	0.885073556375654	0.982593966871043
"NM_017589"	"miR-107"	1000	"52-80"	"other"	0	-15.6	-3.669	2.646	0.487	0.222	0.407	0.6	0.4	0.00103448275862069	3.71428571428571	0.871764542209154	0.970164825242086
"NM_017589"	"miR-10a"	1000	"49-63"	"other"	0	-20.7	-1.062	-8.544	0.399	0.31	0.472	0.52	0.4	0.00133333333333333	3.5	0.850178028973289	0.840131317194964
"NM_017589"	"miR-10b"	1000	"39-63"	"other"	0	-16.1	-0.645	5.878	0.318	0.492	0.472	0.48	0.4	0.05768	2.78571428571429	0.781759609920912	0.77624993257946
"NM_017589"	"miR-125a-5p"	1000	"136-159"	"other"	1	-16.2	-0.086	-0.619	0.363	0.416	0.494	0.44	0.72	0.00175	9.71428571428571	0.996132795537746	0.999999777489513
"NM_017589"	"miR-125a-5p"	1000	"59-67"	"other"	0	-17.7	-0.645	-2.638	0.23	0.295	0.545	0.64	0.48	0	4.21428571428571	0.89520499030124	0.931190095292707
"NM_017589"	"miR-125a-5p"	1000	"59-73"	"other"	0	-18.2	-0.645	-2.485	0.489	0.295	0.444	0.64	0.4	0.00146666666666667	4.21428571428571	0.899848572439587	0.968169583456128
"NM_017589"	"miR-125b"	1000	"12-29"	"other"	0	-15.6	0	-4.735	0.406	0.132	0.348	0.273	0.64	0.00166666666666667	0.857142857142857	0.707964169103741	0.8256552151041
"NM_017589"	"miR-125b"	1000	"59-67"	"other"	0	-15.8	-0.413	-0.738000000000001	0.23	0.295	0.545	0.64	0.48	0	4.21428571428571	0.894625912065105	0.936849758918864
"NM_017589"	"miR-125b"	1000	"59-73"	"other"	0	-16.3	-0.413	-0.585000000000001	0.489	0.295	0.444	0.64	0.4	0.00146666666666667	4.21428571428571	0.899292194495025	0.970700301501928
"NM_017589"	"miR-126"	1000	"131-151"	"other"	0	-15	-4.101	3.443	0.466	0.427	0.396	0.36	0.6	0.00166666666666667	9.35714285714286	0.99400087624064	0.999992133125067
"NM_017589"	"miR-128"	1000	"126-145"	"other"	1	-15.2	-0.174	3.547	0.322	0.481	0.509	0.36	0.44	0.00135	9	0.98884688375041	0.998707957657042
"NM_017589"	"miR-128"	1000	"20-26"	"other"	0	-15.3	-4.569	-9.471	0.532	0.252	0.314	0.474	0.6	0	1.42857142857143	0.785855596540533	0.890332067914411
"NM_017589"	"miR-128"	1000	"20-33"	"other"	0	-15.4	-4.569	-5.18	0.456	0.252	0.353	0.474	0.64	0.00978571428571428	1.42857142857143	0.786380332763982	0.896545353705312
"NM_017589"	"miR-128"	1000	"20-36"	"other"	0	-16.8	-4.569	-7.684	0.485	0.252	0.343	0.474	0.6	0.0222352941176471	1.42857142857143	0.776150772992284	0.877121058481195
"NM_017589"	"miR-128"	1000	"20-39"	"other"	0	-17.3	-4.569	-8.015	0.496	0.252	0.284	0.474	0.56	0.03775	1.42857142857143	0.765561289915348	0.881703449338979
"NM_017589"	"miR-128"	1000	"62-77"	"other"	0	-16	0	-2.291	0.538	0.398	0.406	0.6	0.44	0.001875	4.42857142857143	0.920270756352174	0.986090496263075
"NM_017589"	"miR-130a"	1000	"104-142"	"other"	0	-15.6	-0.149	20.548	0.409	0.455	0.462	0.44	0.4	0.0117435897435897	7.42857142857143	0.973435862479296	0.997213933579212
"NM_017589"	"miR-130a"	1000	"137-150"	"other"	0	-17.7	-0.306	-4.14	0.398	0.428	0.429	0.44	0.56	0.00242857142857143	9.78571428571429	0.99464115024867	0.999958315754531
"NM_017589"	"miR-130a"	1000	"137-153"	"other"	0	-17.9	-0.306	-3.115	0.426	0.428	0.371	0.44	0.6	0.00217647058823529	9.78571428571429	0.995307502346637	0.999996693797682
"NM_017589"	"miR-130a"	1000	"24-53"	"other"	0	-16.1	-0.639	0.704999999999998	0.365	0.326	0.52	0.435	0.48	0.0680333333333333	1.71428571428571	0.712836349871775	0.703545578847316
"NM_017589"	"miR-130b"	1000	"104-138"	"other"	1	-15.1	-2.331	12.378	0.425	0.455	0.414	0.44	0.36	0.0127142857142857	7.42857142857143	0.974238703825624	0.999192411867528
"NM_017589"	"miR-130b"	1000	"104-142"	"other"	1	-17	-2.331	19.148	0.409	0.455	0.462	0.44	0.4	0.0117435897435897	7.42857142857143	0.975160765322672	0.999530999346558
"NM_017589"	"miR-130b"	1000	"137-152"	"other"	0	-17.1	-0.306	-2.807	0.445	0.428	0.373	0.44	0.64	0.002125	9.78571428571429	0.995767304891013	0.99999888380297
"NM_017589"	"miR-130b"	1000	"24-40"	"other"	0	-15.2	-0.18	-6.031	0.499	0.326	0.275	0.435	0.56	0.0551764705882353	1.71428571428571	0.789046901965839	0.916664646182475
"NM_017589"	"miR-130b"	1000	"24-53"	"other"	0	-15.3	-0.52	1.505	0.365	0.326	0.52	0.435	0.48	0.0680333333333333	1.71428571428571	0.712305215950487	0.70922300257347
"NM_017589"	"miR-130b"	1000	"45-61"	"other"	1	-16.2	-0.182	-0.737	0.352	0.396	0.456	0.48	0.4	0.0148235294117647	3.21428571428571	0.832043761931826	0.917534749775368
"NM_017589"	"miR-130b-5p"	1000	"1-23"	"other"	0	-15.6	0	2.74	0.241	0.076	0.374	1	0.52	0.005	0.0714285714285714	0.58297683894878	0.330190553284869
"NM_017589"	"miR-130b-5p"	1000	"1-6"	"7mer-A1"	0	-9.4	0	0.567	0.015	0.076	0.394	1	0.44	0.0045	0.0714285714285714	0.495923056974962	0.249783623576410
"NM_017589"	"miR-130b-5p"	1000	"137-148"	"other"	0	-16.5	-0.225	-4.079	0.33	0.428	0.486	0.44	0.48	0.00283333333333333	9.78571428571429	0.993078146725775	0.998416576591836
"NM_017589"	"miR-130b-5p"	1000	"137-150"	"other"	0	-17.9	-0.225	-4.34	0.398	0.428	0.429	0.44	0.56	0.00242857142857143	9.78571428571429	0.994644614478192	0.999957343020876
"NM_017589"	"miR-130b-5p"	1000	"180-193"	"offset-6mer"	0	-11.2	-0.082	-2.641	0.382	0.378	0.354	0.6	0.72	0.9965	12.8571428571429	0.999099042776083	0.999999861083518
"NM_017589"	"miR-130b-5p"	1000	"59-68"	"other"	0	-20.2	-0.525	-5.129	0.286	0.295	0.533	0.64	0.48	0	4.21428571428571	0.900210423938747	0.940433028348067
"NM_017589"	"miR-140-3p"	1000	"113-118"	"other"	0	-15.5	-2.545	-8.105	0.46	0.372	0.409	0.36	0.4	0.0378333333333333	8.07142857142857	0.982465124300446	0.988024815277067
"NM_017589"	"miR-140-3p"	1000	"113-121"	"other"	0	-15.8	-2.545	-7.793	0.522	0.372	0.361	0.36	0.4	0.0353333333333333	8.07142857142857	0.983559197894581	0.99632500894737
"NM_017589"	"miR-140-3p"	1000	"113-128"	"other"	0	-16	-2.545	-1.917	0.458	0.372	0.441	0.36	0.36	0.0268125	8.07142857142857	0.980183316769047	0.972193253064152
"NM_017589"	"miR-140-3p"	1000	"124-140"	"other"	0	-18.2	-0.373	-1.699	0.399	0.461	0.436	0.4	0.36	0.00252941176470588	8.85714285714286	0.986398332149988	0.984208802306455
"NM_017589"	"miR-140-3p"	1000	"124-142"	"other"	0	-22.7	-0.378	0.0820000000000007	0.379	0.461	0.462	0.4	0.4	0.00268421052631579	8.85714285714286	0.98717787208309	0.99034269655054
"NM_017589"	"miR-140-3p"	1000	"124-144"	"other"	0	-26.6	-0.378	-2.017	0.344	0.461	0.502	0.4	0.48	0.00252380952380952	8.85714285714286	0.988910058864452	0.99521896084348
"NM_017589"	"miR-140-3p"	1000	"19-27"	"other"	0	-15	-0.164	-8.415	0.452	0.235	0.314	0.444	0.64	0	1.35714285714286	0.78227558769528	0.89103928711297
"NM_017589"	"miR-148b"	1000	"115-143"	"other"	0	-16	-1.855	11.507	0.424	0.336	0.484	0.36	0.44	0.0132758620689655	8.21428571428571	0.983125527792535	0.996920913324833
"NM_017589"	"miR-151-3p"	1000	"1-14"	"other"	1	-16.2	-0.011	-0.247999999999999	0.142	0.076	0.472	1	0.52	0.00707142857142857	0.0714285714285714	0.573024324226118	0.362721967221463
"NM_017589"	"miR-151-3p"	1000	"139-155"	"other"	0	-16.3	-0.413	-0.534000000000001	0.386	0.407	0.421	0.44	0.64	0.00247058823529412	9.92857142857143	0.995752299743595	0.999997470371383
"NM_017589"	"miR-151-3p"	1000	"139-159"	"other"	0	-16.4	-0.096	-1.061	0.339	0.407	0.494	0.44	0.72	0.002	9.92857142857143	0.99622692220899	0.999997971524733
"NM_017589"	"miR-151-3p"	1000	"139-172"	"other"	0	-16.5	-0.838	2.678	0.446	0.407	0.352	0.44	0.72	0.00129411764705882	9.92857142857143	0.996676140395568	0.99999996228725
"NM_017589"	"miR-151-3p"	1000	"184-213"	"offset-6mer"	0	-12.2	-0.35	4.565	0.369	0.379	0.392	0.68	0.68	0.9982	13.1428571428571	0.999127658039605	0.999999859196753
"NM_017589"	"miR-151-3p"	1000	"32-53"	"other"	0	-16.4	-1.251	-0.225999999999999	0.298	0.523	0.52	0.44	0.48	0.0913636363636364	2.28571428571429	0.76442521470527	0.697272747773888
"NM_017589"	"miR-151-3p"	1000	"32-59"	"other"	0	-16.6	-1.505	1.973	0.336	0.523	0.484	0.44	0.4	0.0717857142857143	2.28571428571429	0.737671820255318	0.649369918299762
